Sample No ,Sample,SWATH Processing Date,Acq_Type,SWATH Processing Instrument,SWATH File Name,SWATH file Location,,IDA run Date,IDA_MS_Filename,Location,MS_used,Operator,MS_Method,Acq_Type,,MS_comments,BS_upload,MS_Column,MS_Col_SN,MS_Trap
351,778_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_351,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
352,IIICF E6E7 C4 pre_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_352,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
353,IIIFC(P9)_B,12/1/18,SWATH,ProCan 5,180112_SM_PC5_S_Cell_Study_Sample_repeat_353,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
354,GM02063_B,10/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_354,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
355,HCT116_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_355,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
356,JFCF-6_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_356,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
357,WI38_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_357,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
358,LFS05F24 pre_C,12/1/18,SWATH,ProCan 5,180112_SM_PC5_S_Cell_Study_Sample_repeat_358,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
359,SW872_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_359,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
360,IIIFC(P7)_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_360,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
361,IVG-BF-LXSN_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_361,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
362,Met-4A pre_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_362,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
363,778_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_363,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
364,IIICF E6E7 C4 pre_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_364,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
365,IIIFC(P9)_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_365,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
366,GM02063_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_366,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
P1,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P1_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P2,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P2_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P3,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P3_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P4,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P4_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P5,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P5_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P6,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P6_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P7,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P7_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P8,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P8_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P9,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P9_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P10,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P10_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P11,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P11_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P12,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P12_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P13,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P13_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P14,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P14_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P15,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P15_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P1,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P1_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P2,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P2_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P3,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P3_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P4,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P4_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P5,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P5_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P6,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P6_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P7,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P7_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P8,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P8_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P9,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P9_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P10,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P10_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P11,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P11_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P12,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P12_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P13,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P13_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P14,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P14_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P15,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P15_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P1,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P1_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P2,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P2_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P3,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P3_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P4,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P4_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P5,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P5_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P6,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P6_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P7,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P7_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P8,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P8_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P9,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P9_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P10,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P10_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P11,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P11_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P12,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P12_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P13,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P13_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P14,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P14_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,JK,,,,,,,,
P15,SRL3,,IDA,ProCan 5,,,,27/2/18,180227_E0013_SRL3_P15_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan5\JK\180227,,,,,,,,,,
367,IIICF-T/C3_A ,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_367,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
368,IIICF-T/C4_A ,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_368,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
369,IIICF E6 A1_A,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_369,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
370,IIICF E6E7 C4 PRE_A,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_370,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
371,MHM_A,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_371,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
372,IIICF E6E7 B2_A,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_372,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
373,IIICF 402 DE/D2_A ,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_373,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
374,IIICF E6E7 C3_A,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_374,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
375,IIICF E6 A2_A,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_375,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
376,OHS_A,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_376,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
377,DU145_A,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_377,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
378,IIICF E6E7 A2_A,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_378,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
379,IIICF/d2_A,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_379,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
380,IIICF E6E7 A1_A,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_380,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
381,A673_A,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_381,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
382,H4_A,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_382,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
383,IIICF-T/C3_B ,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_383,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
384,IIICF-T/C4_B ,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_384,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
385,IIICF E6 A1_B,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_385,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
386,IIICF E6E7 C4 PRE_B ,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_386,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
387,MHM_B,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_387,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
388,IIICF E6E7 B2_B,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_388,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
389,IIICF 402 DE/D2_B,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_389,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
390,IIICF E6E7 C3_B,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_390,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
391,IIICF E6 A2_B,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_391,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
392,OHS_B,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_392,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
393,DU145_B,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_393,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
394,IIICF E6E7 A2_B,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_394,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
395,IIICF/d2_B,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_395,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
396,IIICF E6E7 A1_B,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_396,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
397,A673_B,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_397,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
398,H4_B,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_398,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
399,IIICF-T/C3_C ,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_399,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
400,IIICF-T/C4_C ,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_400,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
401,IIICF E6 A1_C,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_401,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
402,MHM_C,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_402,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
403,IIICF E6E7 B2_C,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_403,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
404,IIICF 402 DE/D2_C,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_404,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
405,IIICF E6E7 C3_C,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_405,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
406,IIICF E6 A2_C,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_406,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
407,OHS_C,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_407,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
408,DU145_C,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_408,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
409,IIICF E6E7 A2_C,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_409,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
410,IIICF/d2_C,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_410,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
411,IIICF E6E7 A1_C,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_411,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
412,A673_C,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_412,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
413,H4_C,6/6/18,SWATH,ProCan 5,180606_PC5_SM_S_Cell_study_sample_413,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,